1095876 0 D1897562 2
1095876 0 D1831009 4
1095876 0 D1831009 3
75266 0 D1960213 3
178468 0 D734526 2
178468 0 D2157414 1
178468 0 D1155781 2
178468 0 D3209165 1
178468 0 D1677294 1
178468 0 D766123 1
149161 0 D428601 1
178468 0 D847767 1
178468 0 D3245310 1
178468 0 D2197039 2
149161 0 D279298 1
178468 0 D1992607 2
178468 0 D1242353 1
149161 0 D1016 2
149161 0 D428601 2
149161 0 D1016 1
149161 0 D1017 3
149161 0 D3534796 5
825147 0 D648948 1
825147 0 D96680 5
825147 0 D637159 1
409143 0 D719009 3
825147 0 D612515 4
825147 0 D45010 4
409143 0 D2135615 5
825147 0 D2973146 2
825147 0 D863613 4
409143 0 D1176199 1
409143 0 D1266709 2
825147 0 D809466 4
409143 0 D2624810 1
409143 0 D2492207 4
409143 0 D1266709 5
825147 0 D751925 4
212195 0 D1088301 1
409143 0 D2266116 2
409143 0 D460500 4
409143 0 D288427 3
409143 0 D1008848 4
212195 0 D516962 4
212195 0 D1123217 1
212195 0 D2177646 3
212195 0 D3365757 3
608323 0 D1455608 1
212195 0 D2125426 1
212195 0 D2397833 3
212195 0 D2477398 1
212195 0 D2413446 2
608323 0 D3513141 5
212195 0 D1123217 1
608323 0 D711573 2
608323 0 D1369736 1
212195 0 D2746432 1
608323 0 D1413214 2
212195 0 D2345489 1
608323 0 D1902089 1
341317 0 D3562781 1
608323 0 D2256917 2
212195 0 D3360745 2
341317 0 D2345287 2
341317 0 D3308212 5
341317 0 D2345284 2
1084469 0 D23615 3
1084469 0 D194754 4
341317 0 D3562781 3
341317 0 D1427575 2
1084469 0 D2993003 2
1084469 0 D1314466 3
1084469 0 D194754 1
341317 0 D1427575 2
1034595 0 D1475817 2
1034595 0 D1540650 3
1034595 0 D1389282 1
1084469 0 D2125426 1
1084469 0 D2301007 2
1034595 0 D911366 4
1034595 0 D2477398 1
1034595 0 D2442955 1
1034595 0 D2159712 1
1034595 0 D2477399 1
825147 0 D1038179 1
785721 0 D1555982 1
758519 0 D2060571 3
